Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44911,,,Female,nm,nm,nm,nm,nm,nm,9.04,15.03,16.87,16.56,15.13,,8.35,nm,11.67,nm,15.21,nm,16.04,nm,12.15,nm,,6.51,9.68,9.72,7.01,,5.05,3.6,4.43,4.45,3.84,,3.87,4.16,,22.72,25.81,26.33,26.75,24.99,,11.27,nm,15.24,nm,17.34,nm,18.17,nm,15.38,nm,,7.34,10.31,11.81,9.03,,8.24,6.91,5.34,5.51,4.9,,5.84,5.68,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44913,,,Male,nm,nm,nm,nm,nm,nm,9.45,14.1,15.72,15.21,14.5,,8.61,nm,10.74,nm,14.18,nm,15.07,nm,11.2,nm,,6.17,8.71,9.11,6.39,,5.02,3.2,4.42,4.83,3.93,,4.88,4.6,,20.62,23.22,22.75,23.07,21.76,,10.01,nm,12.91,nm,15.27,nm,16.56,nm,13.49,nm,,6.27,8.84,10.4,7.78,,8.15,7.34,5.36,5,4.63,,5.16,5.31,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83666,,,Female,3.86,3.4,,skull missing,,,8.39,13.41,15.66,15.45,14.29,,8.24,nm,10.43,nm,13.86,nm,14.76,nm,11.12,nm,,5.93,8.72,9.7,6.52,,4.67,3.4,4.36,4.61,3.81,,4.06,4.02,,19.97,22.51,23.6,23.9,22.21,,10,nm,12.71,nm,15.52,nm,16.3,nm,13.62,nm,,6.63,9.23,10.32,7.55,,7.5,7.24,5.68,5.8,5.42,,5.03,5.15,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,y,NMNH 83667,,,,3.57,4.07,4.13,3.3,4.29,3.61,9.39,14.45,16.25,16.28,15.05,,8.64,nm,11.38,nm,14.95,nm,15.87,nm,12.32,nm,,6.36,9.45,10.92,7.57,,5.06,3.25,4,4.73,3.89,,,,,20.11,23.03,23.43,24.18,22.96,,10.25,nm,13.77,nm,16.06,nm,17.36,nm,14.25,nm,,6.69,9.85,11.81,8.95,,7.55,5.9,4.79,5.41,na,,5.69,6.26,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83668,,,,4.2,3.8,4.02,2.95,3.65,3.19,9.83,14.61,16.81,16.19,14.99,,8.58,nm,11.43,nm,14.66,nm,15.88,nm,11.82,nm,,6.71,9.28,9.66,7.02,,4.94,3.57,5,4.68,4.38,,4.46,4.09,,20.64,23.84,24.56,24.57,23.3,,10.36,nm,14.33,nm,16.08,nm,17.52,nm,14.16,nm,,7.24,9.76,11.59,8.62,,7.78,6.71,5.31,5.65,4.9,,5.21,5.65,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1531878(20),,,Male,nm,nm,nm,nm,nm,nm,9.2,13.65,16.1,15.9,14.77,,8.98,nm,11.08,nm,14.69,nm,15.66,nm,11.88,nm,,6.93,9.97,11.74,8.28,,4.95,2.99,4.33,4.51,4.03,,4.76,4.58,,20.87,24.33,24.59,25.8,23.42,,11.41,nm,14.02,nm,15.84,nm,17.1,nm,13.98,nm,,6.86,10.02,11.91,9.25,,8.15,,5.33,5.47,4.94,,5.68,5.74,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 421878(19),,,Male,nm,nm,nm,nm,nm,nm,9.4,13.81,15.41,15.36,14.28,,8.43,nm,10.81,nm,14.45,nm,15.74,nm,12.05,nm,,6.19,9.25,11.13,7.05,,4.6,3.3,4.37,4.85,3.73,,4.37,4.15,,21.79,24.09,23.8,24.81,24.04,,10.4,nm,13.49,nm,15.8,nm,17.26,nm,14.33,nm,,6.5,9.15,11.1,8.3,,7.51,6.77,5.17,5.7,4.56,,5.86,5.06,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,n,RMNH C,,,Male,nm,nm,nm,nm,nm,nm,9.07,13.86,15.57,,14.39,,8.98,nm,11.55,nm,15.2,nm,15.6,nm,11.32,nm,,6.84,9.67,10.39,6.98,,4.49,3.35,4.35,na,3.63,,4.73,4.63,,19.95,23.29,23.36,24.06,22.05,,10.77,nm,13.98,nm,16.16,nm,17.31,nm,14.25,nm,,6.91,9.81,11.15,8.52,,8.05,7.64,5.69,5.73,4.96,,na,na,,,,,nm,nm,nm,,,,,
"Boyer, D",Strepsirrhini,Indri indri,yes,yes,yes,yes,,,n,n,n,y,n,n,y,y,y,y,AMNH 100508,,,Male,7.24,8.1,9.17,5.16,8.11,5.33,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,19.19,na,na,23.97,,13.72,8.6,10.42,11.39,na,,10.07,9.31,,na,na,na,na,na,,na,na,na,na,na,3.62,na,na,na,na,,18.79,22.38,24.34,20.81,,17.82,12.66,10.75,11.2,10.7,,11.62,11.1,,,,,na,na,na,,,,,
"Boyer, D",Strepsirrhini,Indri indri,,,,yes,yes,yes,y,y,y,y,y,y,n,n,n,n,AMNH 208992,,,,7.2,8.9,,,,,32.99,49.8,53.5,53.8,53,,28.5,4.05,36.4,3.75,43.6,4.13,47.4,4.39,42.5,4.26,,19.38,27.16,30.25,26.63,,12.66,8.29,10.56,11.61,10.8,,,,,54,56.57,56.47,56.96,55.5,,29,5.81,33,3.36,38,3.75,40.42,3.87,36.5,3.62,,,,,,,,,,,,,,,,,,,9.89,7.65,9.25,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B343,,,,nm,nm,nm,nm,nm,nm,30.32,44.82,52.39,53.1,51.9,,26.04,nm,33.36,nm,42.98,nm,47.69,nm,43.07,nm,,16.13,24.75,28.75,22.32,,12.81,7.61,9.62,9.69,9.19,,8.6,9.91,,52.23,54.47,57.29,59.02,57.49,,30.99,nm,34.21,nm,39.14,nm,42.87,nm,37.75,nm,,16.32,19.23,22.36,19.51,,17.38,12.33,10.73,10.86,9.68,,13.08,12.07,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1901-518,,,,nm,nm,nm,nm,nm,nm,33.24,46.15,51.2,52.74,50.16,,28.04,nm,36.78,nm,43.93,nm,48.47,nm,44.11,nm,,na,26.22,30.49,25.82,,13.39,na,9.01,10.03,na,,8.17,9.35,,53.92,57.06,56.51,57.54,56.47,,29.37,nm,34.56,nm,40.11,nm,42.62,nm,38.05,nm,,18.86,21.84,24.31,21.61,,18.34,13.96,11.22,9.47,10.11,,12.71,11.43,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1934-537,,,,nm,nm,nm,nm,nm,nm,30.62,45.42,50.54,52.1,50.57,,27.31,nm,35.46,nm,42.68,nm,46.21,nm,41.09,nm,,18.12,25.58,29.04,25.3,,12.68,8.7,9.16,9.68,9.44,,10.44,8.56,,50.58,55.08,55.1,55.67,52.73,,28.6,nm,37.78,nm,37.7,nm,39.73,nm,34.13,nm,,17.94,21.34,22.97,20.27,,18.28,14.05,8.35,8.67,9.03,,11.23,11.82,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,MNHN 1938-525,,,,nm,nm,nm,nm,nm,nm,30.15,47.53,51.09,51.37,49.38,,28.53,nm,38.26,nm,45.61,nm,50.15,nm,45.37,nm,,20.41,28.52,33.13,28.09,,14,7.78,10.76,11.46,9.69,,,,,54.51,55.4,56.1,55.74,54.42,,30.46,nm,35.84,nm,40.27,nm,43.64,nm,38.68,nm,,19.58,23.88,27.11,22.97,,19.17,13.38,10.13,10.62,10.54,,na,na,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN A3913,,,,nm,nm,nm,nm,nm,nm,31.36,48.75,52.09,52.52,51.21,,26.38,nm,35.13,nm,42.01,nm,44.66,nm,39.9,nm,,17.54,25.35,27.09,22.32,,13.57,8.06,9.63,9.81,8.34,,7.88,9.04,,53.73,56.11,56.33,57.19,55,,28.42,nm,32.72,nm,36.88,nm,39.19,nm,35.08,nm,,15.95,19.89,22.59,19,,16.73,12.62,8.47,9.48,9.69,,10.95,10.81,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1067,,,,nm,nm,nm,nm,nm,nm,32.11,45.43,51.15,52.17,50.19,,26.58,nm,35.43,nm,43.02,nm,46.25,nm,40.67,nm,,17.51,25.71,29.3,22.88,,13.73,8.34,11.61,11.79,10.81,,8.42,8.76,,50.52,54.61,55.84,na,55.56,,26.74,nm,33.09,nm,36.96,nm,39.59,nm,34.34,nm,,17.46,20.37,23.01,19.65,,17.6,13.02,10.64,10.9,10.17,,11.58,10.64,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1877,,,Male,nm,nm,nm,nm,nm,nm,32.78,47.95,52.52,53.77,53.01,,28.37,nm,35.33,nm,42.49,nm,46.44,nm,41.92,nm,,20.62,27.92,31.25,26.46,,13.81,9.52,12.79,13.25,12.15,,9.21,8.25,,56.68,57.08,58.25,59.14,56.37,,31.79,nm,34.84,nm,38.27,nm,40.59,nm,36.03,nm,,20.96,23.4,25.93,22.17,,18.78,14.51,13.81,13.58,11.76,,11.64,11.4,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1878,,,Female,nm,nm,nm,nm,nm,nm,31.62,46.63,51.72,52.4,51.41,,25.88,nm,33.29,nm,40.93,nm,44.07,nm,39.51,nm,,16.63,23.97,27.45,21.71,,13.17,7.9,9.3,10.32,9.47,,8.53,8.35,,52.87,56.68,57.03,58.47,56.49,,28.41,nm,33.66,nm,37.52,nm,39.85,nm,35.05,nm,,17.36,20.1,22.95,19.2,,17.42,11.75,9.98,11.19,9.86,,12.04,11.93,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 8598,,,Female,nm,nm,nm,nm,nm,nm,12.77,20.88,22.64,22.35,20.72,,12.26,nm,15.97,nm,18.39,nm,19.94,nm,16.67,nm,,11.13,12.11,13.5,10.69,,5.62,4.47,4.84,5.15,4.21,,6.5,6.27,,26.03,29.68,30.8,30.83,29.64,,15.15,nm,18.56,nm,20.03,nm,21.9,nm,18.2,nm,,10.06,12.31,14.09,10.79,,9.3,6.08,5.83,5.95,5.39,,8.09,7.82,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1948-10184,,,,nm,nm,nm,nm,nm,nm,10.59,18.5,19.94,19.22,17.98,,10.19,nm,14.17,nm,16.46,nm,17.47,nm,14.67,nm,,8.47,10.79,11.77,8.99,,5.09,3.88,4.46,4.79,4.07,,6.42,5.62,,23.81,26.66,27.5,27.02,25.57,,13.15,nm,16.63,nm,18.04,nm,19.34,nm,16.5,nm,,9.19,11.27,12.38,10.41,,8.2,6.37,5.13,5.48,5.13,,7.02,7.01,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1968-711,,,,nm,nm,nm,nm,nm,nm,13,21.57,22.4,21.07,19.95,,13.44,nm,17.19,nm,19.52,nm,20.95,nm,18.45,nm,,10.71,13.15,14.58,12.29,,6.19,5.28,5.82,6.53,6.38,,7,7.11,,25.72,29.94,29.02,29.65,26.95,,13.86,nm,17.56,nm,19.27,nm,21.03,nm,18.41,nm,,8.17,11.9,13.84,11.94,,9.98,7.58,6.09,6.08,5.96,,8.72,8.08,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH 1051,,,,nm,nm,nm,nm,nm,nm,12.91,22.31,23.15,21.32,20.13,,12.33,nm,16.91,nm,19.27,nm,20.58,nm,17.3,nm,,9.73,13.33,14.79,10.9,,6.17,4.55,5.2,,4.89,,6.66,5.92,,24.77,27.5,27.09,27.46,26.06,,12.63,nm,16.62,nm,18.7,nm,19.95,nm,17.14,nm,,9.14,11.12,13.41,10.6,,9.29,7.32,5.84,6.31,5.31,,7.31,7.62,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B1029,,,,nm,nm,nm,nm,nm,nm,11.75,20.87,21.64,20.27,19.26,,11.69,nm,16.25,nm,18.69,nm,20.34,nm,16.9,nm,,9.75,12.66,13.85,10.73,,5.54,4.35,5.37,5.37,4.62,,6.1,5.73,,24.52,29.04,28.43,28.28,27.14,,12.67,nm,16.07,nm,18.14,nm,20.07,nm,17.44,nm,,7.98,10.83,12.98,10.88,,9.37,7.96,5.4,5.34,5.37,,6.84,6.46,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B1157,,,,nm,nm,nm,nm,nm,nm,12.1,19.94,21.44,20.5,19.5,,12.88,nm,15.83,nm,20.09,nm,19.74,nm,16.59,nm,,9.57,13.84,13.53,10.9,,5.88,4.56,5.47,5.09,4.45,,7.19,7.5,,26.95,30.27,29.64,29.73,27.25,,13.42,nm,17.2,nm,19.72,nm,21.06,nm,18.12,nm,,7.03,11.86,13.81,11.2,,10.5,8.87,6.07,6.44,5.6,,7.8,7.96,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B197,,,,nm,nm,nm,nm,nm,nm,11.74,20.16,21.07,20.8,19.35,,10.79,nm,15.04,nm,17.54,nm,18.09,nm,16.08,nm,,9.56,12.26,12.98,9.55,,5.02,3.77,4.92,4.8,4.31,,5.8,5.77,,24.8,28.77,28.79,29.75,26.91,,13.36,nm,17.56,nm,18.78,nm,20.1,nm,16.59,nm,,10.08,11.65,13.31,10.92,,8.79,7.77,6.79,5.67,4.86,,7.38,7.44,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,yes,,,,y,y,n,n,y,y,y,y,y,y,CMNH B756,,,,nm,nm,nm,nm,nm,nm,9.92,15.93,17.54,18.34,17.21,,9.6,nm,13.54,nm,15.85,nm,16.19,nm,13.04,nm,,7.45,na,9.98,7.63,,5.39,3.84,na,4.16,na,,5.36,4.72,,19.92,23.18,22.7,23.09,21.45,,9.5,nm,13.93,nm,15.26,nm,16.81,nm,13.85,nm,,5.7,8.3,9.83,8.09,,7.94,7.39,5,4.9,4.25,,5.76,6.34,,,,,nm,nm,nm,,,,,
"Boyer, D",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 094,,,m/prime,5.43,5.13,na,na,na,na,11.22,19.88,22.1,20.9,19.3,,11.2,na,15.2,2.6,17.13,2.7,18.1,2.8,15.4,2.7,,8.77,11.3,11.85,9.7,,5.08,4.4,4.5,4.7,4.5,,7,6.47,,26.5,31.8,30.03,29.7,29.7,,14.4,4.4,17.9,2.8,18.7,3.15,20.1,2.8,17.6,2.7,,10,11.4,13.2,10.6,,9,8.14,6.5,6.1,5.7,,8.79,8.13,,,,,7,NA,6.4,,,,,
"Boyer, D",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 85134,,,,5.08,5.16,5.08,3.25,5.32,3.71,11.79,19.24,22.44,21.38,19.84,,11.47,2.5,15.64,2.57,18.04,2.61,19.51,2.63,15.97,2.57,,9.43,12.15,12.57,10.7,,5.49,4.02,4.42,--,4.29,,6.46,6.26,,25.25,27.57,29.26,29.54,27.79,,14.27,4.23,18.17,2.54,19.81,2.7,21.63,2.66,18.03,2.72,,9.99,12.5,13.92,11.83,,8.5,6.72,5.56,5.95,5.24,,8.03,7.85,,,,,7.35,7.47,5.21,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 6010,,,,nm,nm,nm,nm,nm,nm,9.93,17.28,18.4,17.63,16.14,,10.53,nm,12.46,nm,15.01,nm,16.8,nm,13.28,nm,,7.15,10.16,10.97,8.9,,4.4,3.56,4.32,4.58,4.72,,5.6,5.46,,22.58,24.04,23.33,24.83,22.31,,12.05,nm,7.36,nm,16.65,nm,17.39,nm,15.21,nm,,6.05,10.97,11.38,9.35,,8.33,6.11,4.7,5.81,4.32,,6.75,6.55,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1896-379,,,Female,nm,nm,nm,nm,nm,nm,11.56,21.67,23.45,23.16,20.94,,12.18,nm,16.92,nm,19.62,nm,20.8,nm,17.77,nm,,9.96,12.31,13.95,11.12,,5.07,4.4,4.6,4.79,4.2,,6.43,6.09,,29.16,31.84,32.23,32.9,29.94,,15.24,nm,20.06,nm,21.29,nm,23.18,nm,19.39,nm,,10.67,13.04,14.5,11.71,,8.89,na,6.01,6.04,5.2,,7.56,7.07,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1906-311,,,Female,nm,nm,nm,nm,nm,nm,11,19.97,21.37,20.94,19.51,,11.1,nm,15.34,nm,18.6,nm,19.52,nm,16.01,nm,,9.36,11.63,12.37,10.02,,4.73,3.82,4.89,4.89,4.2,,6.22,6.32,,25.75,29.04,29.41,29.39,27.42,,14.33,nm,17.37,nm,19.52,nm,21.19,nm,16.84,nm,,9.87,11.97,12.72,10.49,,8.66,6.94,5.4,5.75,5.08,,8.09,7.18,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lemur catta,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1909-289,,,Male,nm,nm,nm,nm,nm,nm,10.94,19.15,20.34,20,18.12,,10.81,nm,14.12,nm,16.27,nm,17.49,nm,14.47,nm,,8.92,10.58,11.73,9.39,,5.33,4.06,4.68,5.05,4.31,,6.9,6.45,,24.61,27.26,27.3,27.17,24.93,,12.99,nm,16.22,nm,17.18,nm,19.68,nm,15.18,nm,,9.49,11.16,12.5,9.69,,7.81,6.31,5.51,5.91,4.91,,8.05,8.25,,,,,nm,nm,nm,,,,,
"Lemelin, P; Boyer, D.",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170552,,,Female,2.72,2.83,3.56,2.18,3.67,2.55,7.98,11.39,13.24,13.42,12.23,,7.43,1.63,10.75,1.69,12.91,1.68,14.38,1.85,11.64,1.85,,6.38,8.49,9.95,7,,3.86,2.97,3.68,3.77,3.28,,3.91,4.01,,15.78,17.03,17.76,17.76,15.7,,9.1,3.15,11.76,1.76,12.19,1.64,13.78,1.87,11.01,1.82,,6.03,7.53,8.97,6.49,,7.35,5.38,4.17,4.3,3.65,,4.92,4.65,,,,,4.72,4.62,3.67,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170558,,,Female,nm,nm,nm,nm,nm,nm,7.61,10.61,12.53,12.79,11.8,,7.4,nm,10.38,nm,13.02,nm,14.76,nm,11.67,nm,,6.06,8.07,9.9,6.57,,3.96,2.87,4.08,3.89,3.41,,4.24,3.94,,15.63,16.72,16.93,17,15.21,,8.74,nm,11.96,nm,12.96,nm,13.72,nm,11.01,nm,,5.45,7.33,8.94,6.21,,6.8,5.45,4.58,4.39,3.8,,5.19,4.88,,,,,nm,nm,nm,,,,,
"Lemelin, P; Boyer, D.",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170561,,,Male,3,2.76,Lauren has,Lauren has,Lauren has,Lauren has,7.77,11.33,12.66,12.7,11.96,,7.25,1.81,10.54,1.61,12.65,1.71,14.46,1.72,11.36,2,,6.03,8.38,10.12,6.5,,3.65,3.1,3.78,4.54,3.37,,3.86,3.84,,15.02,16.52,16.54,16.92,15.43,,8.92,2.92,11.66,1.7,12.83,1.69,13.71,1.81,11.07,1.74,,5.85,7.58,8.91,6.42,,6.67,5.52,4.57,5.03,4.06,,4.96,4.54,,,,,4.49,4.17,4.01,,,,,
"Lemelin, P; Boyer, D.",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170562,,,Female,3.17,2.91,3.61,2.64,3.5,2.35,7.66,11.38,12.89,13.17,12.11,,7.47,1.64,10.3,1.53,12.46,1.73,14.22,1.91,11.01,1.86,,5.94,8.11,9.5,6.49,,3.79,3.78,4.1,3.62,3.26,,4.12,3.69,,15.28,16.77,17.19,17.64,15.79,,8.81,2.73,11.93,1.59,12.46,1.52,13.83,1.64,10.95,1.64,,5.61,7.14,8.57,6.19,,6.52,5.24,4.06,4.18,3.44,,4.7,4.93,,,,,4.66,4.58,3.81,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170566,,,Female,nm,nm,nm,nm,nm,nm,7.94,11.95,14.15,13.86,12.95,,8.01,nm,10.81,nm,13.43,nm,15.51,nm,12.44,nm,,6.66,9.15,10.72,7.28,,4.26,4.22,4.31,5.23,3.33,,3.64,3.92,,16.06,17.69,18.26,18.36,16.65,,9.42,nm,12.66,nm,13.53,nm,15,nm,12.04,nm,,6.57,8.24,9.91,7.12,,7.14,6.12,4.95,5.44,4.01,,4.94,4.54,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44944,,,Male,nm,nm,nm,nm,nm,nm,7.38,11.35,13.15,13.38,11.84,,7.4,nm,9.85,nm,12.37,nm,14.26,nm,11.24,nm,,5.97,8.05,9.63,6.49,,4.21,2.84,3.66,4.3,3.3,,3.83,3.55,,15.2,17.71,17.66,17.49,15.75,,8.42,nm,11.73,nm,12.66,nm,14.09,nm,11.48,nm,,5.82,7.37,8.62,6.52,,6.53,5.48,4.52,4.44,3.63,,4.47,4.14,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur leucopus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 5095,,,,nm,nm,nm,nm,nm,nm,8.1,11.77,13.49,13.62,12.33,,7.93,nm,10.93,nm,13.75,nm,15.18,nm,12.15,nm,,6.02,7.46,9.03,7.55,,4.89,3.95,4.56,5.15,4.44,,3.68,3.5,,14.8,17.12,17.32,17.23,15.35,,9.21,nm,11.84,nm,12.76,nm,14.2,nm,10.93,nm,,5.31,8.31,8.46,5.93,,6.97,6.67,5.08,4.97,4.67,,4.87,4.74,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur mustelinus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1871-4311,,,,nm,nm,nm,nm,nm,nm,9.12,14.94,17.24,17.7,15.56,,8.74,nm,13.04,nm,16.4,nm,18.24,nm,14.91,nm,,6.77,9.85,11.69,8.64,,4.49,4.25,4.96,5.33,4.96,,4.65,4.52,,21.58,24.32,24.81,24.28,21.32,,10.79,nm,15.13,nm,16.43,nm,17.96,nm,14.36,nm,,7.22,8.85,10.74,7.6,,8.2,7.65,5.99,5.97,5.54,,5.79,5.71,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur mustelinus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1897-9123,,,Female,nm,nm,nm,nm,nm,nm,9.92,15.64,17.79,17.81,15.71,,8.83,nm,12.65,nm,16.28,nm,17.68,nm,14.72,nm,,7.56,10.53,11.83,8.97,,5.26,3.96,5.03,5.18,4.48,,4.92,5.01,,21.18,23.1,23.83,22.85,20.51,,10.6,nm,15.37,nm,16.14,nm,17.25,nm,13.85,nm,,7.63,9.56,11.45,9.48,,10.49,7.3,5.67,5.55,5.71,,6.17,5.91,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur mustelinus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 5110,,,,nm,nm,nm,nm,nm,nm,8.89,13.97,16.37,16.62,15.04,,8.28,nm,11.96,nm,15.34,nm,17.16,nm,13.71,nm,,6.78,9.38,10.88,8.01,,3.9,3.74,4.25,4.55,4.34,,5,4.91,,18.99,21.35,22.32,21.81,19.13,,9.81,nm,14.3,nm,15.3,nm,16.64,nm,13.5,nm,,7.24,9.21,10.62,7.59,,7.95,7.11,5.2,5.42,4.86,,6.25,5.61,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Lepilemur mustelinus,,,,yes,,,y,y,y,y,y,n,n,n,y,y,MNHU A1735,,,,nm,nm,nm,nm,nm,nm,9.55,15.85,17.76,17.7,16.73,,9.07,nm,13.86,nm,17.28,nm,19.2,nm,15.54,nm,,7.6,9.98,11.77,8.77,,5,4.42,5.07,5.55,4.94,,5.15,5.16,,21.17,24.71,24.78,25.01,22.84,,10.52,nm,15.65,nm,na,nm,18.5,nm,14.95,nm,,7.19,na,11.24,na,,9.96,8.01,na,6.23,na,,6.13,6.06,,,,,nm,nm,nm,,,,,
